Year,State,Beverage Type,Beverage Gallon,Ethanol Gallon,Population(>14),Average(>14),Decile(>14),Population(>21),Average(>21),Decile(>21),Source,ABV,Ethanol by ABV
2019,Missouri,Wine,14710385.0,1897640,5077375,3737,6.0,4528421,4191,6.0,2.0,116.0,1706405.0
2019,Missouri,Beer,123253923.0,5546427,5077375,10924,5.0,4528421,12248,5.0,2.0,47.0,5792934.0
2019,Missouri,All Beverages,,12989179,5077375,25582,5.0,4528421,28684,5.0,,,12626207.0
2019,Montana,Spirits,2224959.0,914458,892357,10248,4.0,801438,11410,4.0,3.0,376.0,836585.0
2019,Montana,Wine,3551081.0,458089,892357,5133,4.0,801438,5716,4.0,1.0,116.0,411925.0
2019,Montana,Beer,32007035.0,1440317,892357,16141,1.0,801438,17972,1.0,1.0,49.0,1568345.0
2019,Montana,All Beverages,,2812864,892357,31522,2.0,801438,35098,2.0,,,2816855.0
2019,Nebraska,Spirits,2824490.0,1160865,1561952,7432,8.0,1374940,8443,8.0,7.0,380.0,1073306.0
2019,Nebraska,Wine,2637820.0,340279,1561952,2179,9.0,1374940,2475,9.0,7.0,116.0,305987.0
2019,Nebraska,Beer,41850000.0,1883250,1561952,12057,3.0,1374940,13697,3.0,7.0,48.0,2008800.0
2019,Nebraska,All Beverages,,3384394,1561952,21668,8.0,1374940,24615,8.0,,,3388093.0
2019,Nevada,Spirits,9190807.0,3777422,2550597,14810,1.0,2295103,16459,1.0,7.0,382.0,3510888.0
2019,Nevada,Wine,11739115.0,1514346,2550597,5937,2.0,2295103,6598,2.0,7.0,116.0,1361737.0
2019,Nevada,Beer,75454000.0,3395430,2550597,13312,2.0,2295103,14794,2.0,7.0,47.0,3546338.0
2019,Nevada,All Beverages,,8687198,2550597,34059,1.0,2295103,37851,1.0,,,8418963.0
2019,New,Spirits,6028987.0,2477914,1168835,21200,1.0,1050607,23586,1.0,3.0,374.0,2254841.0
2019,New,Wine,7458310.0,962122,1168835,8231,1.0,1050607,9158,1.0,3.0,116.0,865164.0
2019,New,Beer,47027000.0,2116215,1168835,18105,1.0,1050607,20143,1.0,7.0,48.0,2257296.0
2019,New,All Beverages,,5556251,1168835,47537,1.0,1050607,52886,1.0,,,5377301.0
2019,New,Spirits,18204891.0,7482210,7399616,10112,4.0,6630370,11285,4.0,3.0,381.0,6936064.0
2019,New,Wine,33128051.0,4273519,7399616,5775,2.0,6630370,6445,2.0,3.0,116.0,3842854.0
2019,New,Beer,132265585.0,5951951,7399616,8044,10.0,6630370,8977,10.0,3.0,48.0,6348748.0
2019,New,All Beverages,,17707680,7399616,23931,5.0,6630370,26707,5.0,,,17127666.0
2019,New,Spirits,3277344.0,1346988,1733431,7771,8.0,1537890,8759,8.0,7.0,384.0,1258500.0
2019,New,Wine,4146005.0,534835,1733431,3085,8.0,1537890,3478,8.0,7.0,116.0,480937.0
2019,New,Beer,45136000.0,2031120,1733431,11717,4.0,1537890,13207,4.0,7.0,48.0,2166528.0
2019,New,All Beverages,,3912943,1733431,22573,6.0,1537890,25444,6.0,,,3905965.0
2019,New,Spirits,31998738.0,13151482,16336854,8050,7.0,14693376,8951,7.0,2.0,386.0,12351513.0
2019,New,Wine,68595952.0,8848878,16336854,5417,3.0,14693376,6022,3.0,2.0,116.0,7957130.0
2019,New,Beer,318467414.0,14331034,16336854,8772,9.0,14693376,9753,10.0,2.0,48.0,15286436.0
2019,New,All Beverages,,36331393,16336854,22239,7.0,14693376,24726,7.0,,,35595079.0
2019,North,Spirits,14887878.0,6118918,8727385,7011,10.0,7759304,7886,10.0,6.0,377.0,5612730.0
2019,North,Wine,30700515.0,3960366,8727385,4538,5.0,7759304,5104,5.0,2.0,117.0,3591960.0
2019,North,Beer,202221282.0,9099958,8727385,10427,7.0,7759304,11728,6.0,2.0,48.0,9706622.0
2019,North,All Beverages,,19179242,8727385,21976,7.0,7759304,24718,7.0,,,18911312.0
2019,North,Spirits,2058981.0,846241,619210,13666,1.0,550212,15380,1.0,1.0,384.0,790649.0
2019,North,Wine,1585655.0,204550,619210,3303,6.0,550212,3718,6.0,1.0,115.0,182350.0
2019,North,Beer,20395914.0,917816,619210,14822,1.0,550212,16681,1.0,1.0,46.0,938212.0
2019,North,All Beverages,,1968607,619210,31792,1.0,550212,35779,1.0,,,1911211.0
2019,Ohio,Spirits,15234518.0,6261387,9710251,6448,10.0,8655934,7234,10.0,6.0,377.0,5743413.0
2019,Ohio,Wine,23364408.0,3014009,9710251,3104,7.0,8655934,3482,7.0,7.0,116.0,2710271.0
2019,Ohio,Beer,236375000.0,10636875,9710251,10954,5.0,8655934,12289,5.0,7.0,48.0,11346000.0
2019,Ohio,All Beverages,,19912271,9710251,20506,8.0,8655934,23004,9.0,,,19799684.0
2019,Oklahoma,Spirits,5207223.0,2140169,3218671,6649,10.0,2845906,7520,10.0,7.0,388.0,2020403.0
2019,Oklahoma,Wine,4860313.0,626980,3218671,1948,10.0,2845906,2203,10.0,7.0,116.0,563796.0
2019,Oklahoma,Beer,70494000.0,3172230,3218671,9856,7.0,2845906,11147,7.0,7.0,47.0,3313218.0
2019,Oklahoma,All Beverages,,5939379,3218671,18453,10.0,2845906,20870,10.0,,,5897417.0
2019,Oregon,Spirits,8443531.0,3470291,3547633,9782,5.0,3202340,10837,5.0,6.0,382.0,3225429.0
2019,Oregon,Wine,15738089.0,2030213,3547633,5723,3.0,3202340,6340,3.0,1.0,116.0,1825618.0
2019,Oregon,Beer,91710653.0,4126979,3547633,11633,4.0,3202340,12887,4.0,1.0,49.0,4493822.0
2019,Oregon,All Beverages,,9627484,3547633,27138,3.0,3202340,30064,3.0,,,9544869.0
2019,Pennsylvania,Spirits,19491172.0,8010872,10775894,7434,8.0,9657801,8295,9.0,3.0,368.0,7172751.0
2019,Pennsylvania,Wine,27345447.0,3527563,10775894,3274,7.0,9657801,3653,7.0,3.0,116.0,3172072.0
2019,Pennsylvania,Beer,316231000.0,14230395,10775894,13206,2.0,9657801,14735,2.0,7.0,47.0,14862857.0
2019,Pennsylvania,All Beverages,,25768829,10775894,23913,5.0,9657801,26682,6.0,,,25207680.0
2019,Rhode,Spirits,2546919.0,1046784,902877,11594,2.0,803430,13029,2.0,1.0,376.0,957641.0
2019,Rhode,Wine,3863059.0,498335,902877,5519,3.0,803430,6203,3.0,1.0,116.0,448115.0
2019,Rhode,Beer,17422465.0,784011,902877,8683,9.0,803430,9758,9.0,1.0,48.0,836278.0
2019,Rhode,All Beverages,,2329129,902877,25797,4.0,803430,28990,4.0,,,2242034.0
2019,South,Spirits,8450484.0,3473149,4295754,8085,7.0,3839701,9045,7.0,7.0,391.0,3304139.0
2019,South,Wine,8216704.0,1059955,4295754,2467,8.0,3839701,2761,8.0,7.0,116.0,953138.0
2019,South,Beer,103416000.0,4653720,4295754,10833,5.0,3839701,12120,5.0,7.0,48.0,4963968.0
2019,South,All Beverages,,9186824,4295754,21386,8.0,3839701,23926,8.0,,,9221245.0
2019,South,Spirits,1349136.0,554495,715731,7747,8.0,633314,8755,8.0,7.0,386.0,520766.0
2019,South,Wine,1250097.0,161263,715731,2253,9.0,633314,2546,9.0,7.0,116.0,145011.0
2019,South,Beer,21483000.0,966735,715731,13507,1.0,633314,15265,1.0,7.0,47.0,1009701.0
2019,South,All Beverages,,1682493,715731,23507,6.0,633314,26566,6.0,,,1675478.0
2019,Tennessee,Spirits,12148476.0,4993023,5662016,8818,6.0,5066518,9855,6.0,2.0,390.0,4737905.0
2019,Tennessee,Wine,14280514.0,1842186,5662016,3254,7.0,5066518,3636,7.0,2.0,116.0,1656540.0
2019,Tennessee,Beer,123298368.0,5548427,5662016,9799,8.0,5066518,10951,8.0,2.0,48.0,5918322.0
2019,Tennessee,All Beverages,,12383636,5662016,21871,8.0,5066518,24442,8.0,,,12312767.0
2019,Texas,Spirits,41965278.0,17247729,23242391,7421,9.0,20373400,8466,8.0,1.0,383.0,16072701.0
2019,Texas,Wine,59337808.0,7654577,23242391,3293,6.0,20373400,3757,6.0,1.0,115.0,6823848.0
2019,Texas,Beer,623881335.0,28074660,23242391,12079,3.0,20373400,13780,3.0,1.0,47.0,29322423.0
2019,Texas,All Beverages,,52976967,23242391,22793,6.0,20373400,26003,6.0,,,52218972.0
2019,Utah,Spirits,3470929.0,1426552,2483209,5745,10.0,2128367,6703,10.0,1.0,369.0,1280773.0
2019,Utah,Wine,3704909.0,477933,2483209,1925,10.0,2128367,2246,10.0,1.0,116.0,429769.0
2019,Utah,Beer,31093000.0,1399185,2483209,5635,10.0,2128367,6574,10.0,7.0,47.0,1461371.0
2019,Utah,All Beverages,,3303670,2483209,13304,10.0,2128367,15522,10.0,,,3171913.0
2019,Vermont,Spirits,1006169.0,413536,537413,7695,8.0,478534,8642,8.0,6.0,376.0,378320.0
2019,Vermont,Wine,3142531.0,405387,537413,7543,1.0,478534,8471,1.0,7.0,116.0,364534.0
2019,Vermont,Beer,18910000.0,850950,537413,15834,1.0,478534,17782,1.0,7.0,49.0,926590.0
2019,Vermont,All Beverages,,1669873,537413,31072,2.0,478534,34896,2.0,,,1669444.0
2019,Virginia,Spirits,12415822.0,5102903,7109745,7177,9.0,6345736,8041,9.0,1.0,374.0,4643517.0
2019,Virginia,Wine,27077500.0,3492997,7109745,4913,4.0,6345736,5504,4.0,1.0,116.0,3140990.0
2019,Virginia,Beer,149584511.0,6731303,7109745,9468,8.0,6345736,10608,8.0,1.0,47.0,7030472.0
2019,Virginia,All Beverages,,15327203,7109745,21558,8.0,6345736,24154,8.0,,,14814979.0
2019,Washington,Spirits,12663947.0,5204882,6314730,8242,6.0,5685860,9154,7.0,3.0,381.0,4824964.0
2019,Washington,Wine,24810613.0,3200569,6314730,5068,4.0,5685860,5629,4.0,7.0,116.0,2878031.0
2019,Washington,Beer,125333000.0,5639985,6314730,8931,9.0,5685860,9919,9.0,7.0,49.0,6141317.0
2019,Washington,All Beverages,,14045436,6314730,22242,7.0,5685860,24702,7.0,,,13844312.0
2019,West,Spirits,1831913.0,752916,1518709,4958,10.0,1369638,5497,10.0,6.0,372.0,681471.0
2019,West,Wine,1296641.0,167267,1518709,1101,10.0,1369638,1221,10.0,7.0,115.0,149114.0
2019,West,Beer,38719000.0,1742355,1518709,11473,4.0,1369638,12721,4.0,7.0,47.0,1819793.0
2019,West,All Beverages,,2662538,1518709,17532,10.0,1369638,19440,10.0,,,2650378.0
2019,Wisconsin,Spirits,15243909.0,6265247,4852897,12910,2.0,4321205,14499,2.0,1.0,385.0,5868905.0
2019,Wisconsin,Wine,14636299.0,1888083,4852897,3891,5.0,4321205,4369,5.0,1.0,116.0,1697811.0
2019,Wisconsin,Beer,136958000.0,6163110,4852897,12700,2.0,4321205,14262,2.0,7.0,48.0,6573984.0
2019,Wisconsin,All Beverages,,14316439,4852897,29501,2.0,4321205,33131,2.0,,,14140700.0
2019,Wyoming,Spirits,1491734.0,613103,476447,12868,2.0,424619,14439,2.0,6.0,370.0,551942.0
2019,Wyoming,Wine,1148379.0,148141,476447,3109,7.0,424619,3489,7.0,6.0,116.0,133212.0
2019,Wyoming,Beer,12975585.0,583901,476447,12255,3.0,424619,13751,3.0,1.0,48.0,622828.0
2019,Wyoming,All Beverages,,1345145,476447,28233,3.0,424619,31679,3.0,,,1307982.0
2019,Northeast Region,Spirits,105096504.0,43194663,47161901,9159,,42279110,10217,,,378.0,39726479.0
2019,Northeast Region,Wine,189425725.0,24435919,47161901,5181,,42279110,5780,,,116.0,21973384.0
2019,Northeast Region,Beer,1057367937.0,47581557,47161901,10089,,42279110,11254,,,48.0,50753661.0
2019,Northeast Region,All Beverages,,115212139,47161901,24429,,42279110,27250,,,,112453524.0
2019,Midwest Region,Spirits,129698253.0,53305982,56509284,9433,,50248051,10609,,,379.0,49155638.0
2019,Midwest Region,Wine,156566554.0,20197086,56509284,3574,,50248051,4019,,,116.0,18161720.0
2019,Midwest Region,Beer,1373611821.0,61812532,56509284,10938,,50248051,12301,,,48.0,65933367.0
2019,Midwest Region,All Beverages,,135315600,56509284,23946,,50248051,26930,,,,133250725.0
2019,South Region,Spirits,210762295.0,86623303,103619946,8360,,92250655,9390,,,383.0,80721959.0
2019,South Region,Wine,298365122.0,38489101,103619946,3714,,92250655,4172,,,116.0,34610354.0
2019,South Region,Beer,2418208379.0,108819377,103619946,10502,,92250655,11796,,,47.0,113655794.0
2019,South Region,All Beverages,,233931780,103619946,22576,,92250655,25358,,,,228988107.0
2019,West Region,Spirits,144881624.0,59546347,64593149,9219,,57600833,10338,,,384.0,55634544.0
2019,West Region,Wine,265241607.0,34216167,64593149,5297,,57600833,5940,,,116.0,30768026.0
2019,West Region,Beer,1514867130.0,68169021,64593149,10554,,57600833,11835,,,48.0,72713622.0
2019,West Region,All Beverages,,161931535,64593149,25069,,57600833,28113,,,,159116192.0
2019,United States,Spirits,590438676.0,242670295,271884280,8925,,242378649,10012,,,381.0,224957136.0
2019,United States,Wine,909599009.0,117338273,271884280,4316,,242378649,4841,,,116.0,105513485.0
2019,United States,Beer,6364055267.0,286382487,271884280,10533,,242378649,11815,,,48.0,305474653.0
2019,United States,All Beverages,,646391055,271884280,23774,,242378649,26669,,,,635945274.0
2020,Alabama,Spirits,7820520.0,3214234,4160184,7726,9.0,3705000,8675,9.0,6.0,374.0,2924875.0
2020,Alabama,Wine,8024002.0,1035096,4160184,2488,8.0,3705000,2794,8.0,7.0,118.0,946832.0
2020,Alabama,Beer,94891000.0,4270095,4160184,10264,7.0,3705000,11525,7.0,7.0,48.0,4554768.0
2020,Alabama,All Beverages,,8519425,4160184,20478,9.0,3705000,22994,9.0,,,8426475.0
2020,Alaska,Spirits,1856775.0,763135,590149,12931,2.0,525158,14532,2.0,1.0,382.0,709288.0
2020,Alaska,Wine,2349256.0,303054,590149,5135,4.0,525158,5771,4.0,1.0,118.0,277212.0
2020,Alaska,Beer,13406909.0,603311,590149,10223,7.0,525158,11488,7.0,1.0,48.0,643532.0
2020,Alaska,All Beverages,,1669499,590149,28289,3.0,525158,31790,3.0,,,1630032.0
2020,Arizona,Spirits,12165513.0,5000026,5942165,8414,7.0,5272042,9484,7.0,7.0,382.0,4647226.0
2020,Arizona,Wine,17971195.0,2318284,5942165,3901,6.0,5272042,4397,6.0,7.0,118.0,2120601.0
2020,Arizona,Beer,143902000.0,6475590,5942165,10898,5.0,5272042,12283,5.0,7.0,47.0,6763394.0
2020,Arizona,All Beverages,,13793900,5942165,23214,7.0,5272042,26164,7.0,,,13531221.0
2020,Arkansas,Spirits,4541883.0,1866714,2470927,7555,9.0,2188937,8528,9.0,2.0,383.0,1739541.0
2020,Arkansas,Wine,5086680.0,656182,2470927,2656,8.0,2188937,2998,8.0,2.0,118.0,600228.0
2020,Arkansas,Beer,50293446.0,2263205,2470927,9159,8.0,2188937,10339,8.0,2.0,47.0,2363792.0
2020,Arkansas,All Beverages,,4786101,2470927,19370,10.0,2188937,21865,10.0,,,4703561.0
2020,California,Spirits,75899480.0,31194686,32638365,9558,6.0,29029153,10746,6.0,7.0,382.0,28993601.0
2020,California,Wine,155857647.0,20105637,32638365,6160,1.0,29029153,6926,1.0,7.0,117.0,18235345.0
2020,California,Beer,771652000.0,34724340,32638365,10639,6.0,29029153,11962,6.0,7.0,48.0,37039296.0
2020,California,All Beverages,,86024663,32638365,26357,4.0,29029153,29634,4.0,,,84268242.0
2020,Colorado,Spirits,15646400.0,6430670,4821757,13337,2.0,4301301,14951,2.0,1.0,373.0,5836107.0
2020,Colorado,Wine,19138500.0,2468867,4821757,5120,4.0,4301301,5740,4.0,1.0,117.0,2239205.0
2020,Colorado,Beer,122096700.0,5494352,4821757,11395,4.0,4301301,12774,4.0,1.0,48.0,5860642.0
2020,Colorado,All Beverages,,14393888,4821757,29852,2.0,4301301,33464,2.0,,,13935954.0
2020,Connecticut,Spirits,8170589.0,3358112,3048007,11017,4.0,2707146,12405,4.0,1.0,377.0,3080312.0
2020,Connecticut,Wine,13975528.0,1802843,3048007,5915,2.0,2707146,6660,2.0,1.0,118.0,1649112.0
2020,Connecticut,Beer,53108914.0,2389901,3048007,7841,10.0,2707146,8828,10.0,1.0,48.0,2549228.0
2020,Connecticut,All Beverages,,7550856,3048007,24773,5.0,2707146,27892,5.0,,,7278652.0
2020,Delaware,Spirits,4279456.0,1758856,831959,21141,1.0,745503,23593,1.0,1.0,378.0,1617634.0
2020,Delaware,Wine,4929022.0,635844,831959,7643,1.0,745503,8529,1.0,1.0,118.0,581625.0
2020,Delaware,Beer,20649109.0,929210,831959,11169,5.0,745503,12464,5.0,1.0,48.0,991157.0
2020,Delaware,All Beverages,,3323910,831959,39953,1.0,745503,44586,1.0,,,3190416.0
2020,District,Spirits,2468772.0,1014665,584200,17368,1.0,532606,19051,1.0,7.0,392.0,967759.0
2020,District,Wine,4720029.0,608884,584200,10423,1.0,532606,11432,1.0,7.0,117.0,552243.0
2020,District,Beer,14384000.0,647280,584200,11080,5.0,532606,12153,6.0,7.0,48.0,690432.0
2020,District,All Beverages,,2270829,584200,38871,1.0,532606,42636,1.0,,,2210434.0
2020,Florida,Spirits,51085736.0,20996238,18280936,11485,3.0,16560343,12679,4.0,1.0,381.0,19463666.0
2020,Florida,Wine,80741731.0,10415683,18280936,5698,3.0,16560343,6290,3.0,1.0,117.0,9446782.0
2020,Florida,Beer,424049632.0,19082233,18280936,10438,6.0,16560343,11523,7.0,1.0,48.0,20354382.0
2020,Florida,All Beverages,,50494154,18280936,27621,3.0,16560343,30491,3.0,,,49264830.0
2020,Georgia,Spirits,15763478.0,6478789,8793338,7368,9.0,7744951,8365,9.0,7.0,384.0,6053176.0
2020,Georgia,Wine,16896870.0,2179696,8793338,2479,9.0,7744951,2814,8.0,7.0,121.0,2044521.0
2020,Georgia,Beer,181939000.0,8187255,8793338,9311,8.0,7744951,10571,8.0,7.0,47.0,8551133.0
2020,Georgia,All Beverages,,16845740,8793338,19157,10.0,7744951,21751,10.0,,,16648830.0
2020,Hawaii,Spirits,2332895.0,958820,1207081,7943,8.0,1094683,8759,9.0,7.0,382.0,891166.0
2020,Hawaii,Wine,5464462.0,704916,1207081,5840,2.0,1094683,6439,2.0,7.0,117.0,639342.0
2020,Hawaii,Beer,33418000.0,1503810,1207081,12458,3.0,1094683,13737,3.0,7.0,47.0,1570646.0
2020,Hawaii,All Beverages,,3167546,1207081,26241,4.0,1094683,28936,4.0,,,3101154.0
2020,Idaho,Spirits,3402467.0,1398414,1495489,9351,6.0,1313341,10648,6.0,6.0,375.0,1275925.0
2020,Idaho,Wine,3644689.0,470165,1495489,3144,7.0,1313341,3580,7.0,7.0,118.0,430073.0
2020,Idaho,Beer,27311000.0,1228995,1495489,8218,9.0,1313341,9358,9.0,7.0,47.0,1283617.0
2020,Idaho,All Beverages,,3097574,1495489,20713,9.0,1313341,23585,9.0,,,2989615.0
2020,Illinois,Spirits,22838096.0,9386457,10607782,8849,6.0,9429240,9955,6.0,1.0,376.0,8587124.0
2020,Illinois,Wine,38509869.0,4967773,10607782,4683,5.0,9429240,5268,5.0,1.0,120.0,4621184.0
2020,Illinois,Beer,243430029.0,10954351,10607782,10327,7.0,9429240,11617,6.0,1.0,47.0,11441211.0
2020,Illinois,All Beverages,,25308582,10607782,23859,6.0,9429240,26841,6.0,,,24649519.0
2020,Indiana,Spirits,14338534.0,5893137,5563963,10592,4.0,4905770,12013,4.0,1.0,373.0,5348273.0
2020,Indiana,Wine,14437173.0,1862395,5563963,3347,7.0,4905770,3796,7.0,1.0,118.0,1703586.0
2020,Indiana,Beer,115914366.0,5216146,5563963,9375,8.0,4905770,10633,8.0,1.0,47.0,5447975.0
2020,Indiana,All Beverages,,12971679,5563963,23314,6.0,4905770,26442,6.0,,,12499834.0
2020,Iowa,Spirits,6379038.0,2621785,2618878,10011,5.0,2308715,11356,5.0,3.0,362.0,2309212.0
2020,Iowa,Wine,4739814.0,611436,2618878,2335,9.0,2308715,2648,9.0,3.0,117.0,554558.0
2020,Iowa,Beer,72715949.0,3272218,2618878,12495,3.0,2308715,14173,2.0,3.0,46.0,3344934.0
2020,Iowa,All Beverages,,6505438,2618878,24841,5.0,2308715,28178,5.0,,,6208704.0
2020,Kansas,Spirits,5200227.0,2137293,2389324,8945,6.0,2097930,10188,6.0,2.0,382.0,1986487.0
2020,Kansas,Wine,2649367.0,341768,2389324,1430,10.0,2097930,1629,10.0,7.0,117.0,309976.0
2020,Kansas,Beer,57031296.0,2566408,2389324,10741,6.0,2097930,12233,5.0,2.0,48.0,2737502.0
2020,Kansas,All Beverages,,5045470,2389324,21117,9.0,2097930,24050,8.0,,,5033965.0
2020,Kentucky,Spirits,8811961.0,3621716,3719084,9738,6.0,3307226,10951,5.0,2.0,388.0,3419041.0
2020,Kentucky,Wine,6885198.0,888191,3719084,2388,9.0,3307226,2686,9.0,2.0,118.0,812453.0
2020,Kentucky,Beer,74640746.0,3358834,3719084,9031,9.0,3307226,10156,9.0,2.0,48.0,3582756.0
2020,Kentucky,All Beverages,,7868740,3719084,21158,8.0,3307226,23793,8.0,,,7814250.0
2020,Louisiana,Spirits,9303865.0,3823888,3801522,10059,5.0,3380900,11310,5.0,1.0,376.0,3498253.0
2020,Louisiana,Wine,10033920.0,1294376,3801522,3405,6.0,3380900,3828,6.0,1.0,118.0,1184003.0
2020,Louisiana,Beer,104811000.0,4716495,3801522,12407,3.0,3380900,13950,3.0,7.0,47.0,4926117.0
2020,Louisiana,All Beverages,,9834759,3801522,25871,4.0,3380900,29089,4.0,,,9608373.0
2020,Maine,Spirits,3353216.0,1378172,1170795,11771,3.0,1060550,12995,3.0,6.0,362.0,1213864.0
2020,Maine,Wine,3974325.0,512688,1170795,4379,5.0,1060550,4834,5.0,7.0,117.0,464996.0
2020,Maine,Beer,35030000.0,1576350,1170795,13464,2.0,1060550,14864,2.0,7.0,48.0,1681440.0
2020,Maine,All Beverages,,3467210,1170795,29614,3.0,1060550,32693,3.0,,,3360300.0
2020,Maryland,Spirits,11879812.0,4882603,5111349,9552,6.0,4562448,10702,6.0,3.0,383.0,4549968.0
2020,Maryland,Wine,15686497.0,2023558,5111349,3959,6.0,4562448,4435,6.0,3.0,118.0,1851007.0
2020,Maryland,Beer,86437865.0,3889704,5111349,7610,10.0,4562448,8525,10.0,1.0,48.0,4149018.0
2020,Maryland,All Beverages,,10795865,5111349,21121,9.0,4562448,23662,9.0,,,10549993.0
2020,Massachusetts,Spirits,16499058.0,6781113,5971358,11356,4.0,5322129,12741,3.0,1.0,373.0,6154149.0
2020,Massachusetts,Wine,28049133.0,3618338,5971358,6059,2.0,5322129,6799,2.0,1.0,118.0,3309798.0
2020,Massachusetts,Beer,110948565.0,4992685,5971358,8361,9.0,5322129,9381,9.0,1.0,48.0,5325531.0
2020,Massachusetts,All Beverages,,15392136,5971358,25777,5.0,5322129,28921,5.0,,,14789478.0
2020,Michigan,Spirits,22384480.0,9200021,8409679,10940,4.0,7492689,12279,4.0,6.0,373.0,8349411.0
2020,Michigan,Wine,27368541.0,3530542,8409679,4198,5.0,7492689,4712,5.0,3.0,117.0,3202119.0
2020,Michigan,Beer,185712101.0,8357045,8409679,9937,7.0,7492689,11154,7.0,1.0,48.0,8914181.0
2020,Michigan,All Beverages,,21087608,8409679,25075,5.0,7492689,28144,5.0,,,20465711.0
2020,Minnesota,Spirits,14661100.0,6025712,4684333,12864,2.0,4162762,14475,2.0,1.0,378.0,5541896.0
2020,Minnesota,Wine,16004028.0,2064520,4684333,4407,5.0,4162762,4959,5.0,1.0,117.0,1872471.0
2020,Minnesota,Beer,115044914.0,5177021,4684333,11052,5.0,4162762,12437,5.0,1.0,48.0,5522156.0
2020,Minnesota,All Beverages,,13267253,4684333,28323,3.0,4162762,31871,3.0,,,12936523.0
2020,Mississippi,Spirits,5810487.0,2388110,2422273,9859,5.0,2136606,11177,5.0,6.0,371.0,2155691.0
2020,Mississippi,Wine,4058099.0,523495,2422273,2161,9.0,2136606,2450,9.0,6.0,117.0,474798.0
2020,Mississippi,Beer,64542000.0,2904390,2422273,11990,4.0,2136606,13593,3.0,7.0,48.0,3098016.0
2020,Mississippi,All Beverages,,5815995,2422273,24010,6.0,2136606,27221,6.0,,,5728505.0
2020,Missouri,Spirits,14905584.0,6126195,5086080,12045,3.0,4526553,13534,3.0,2.0,375.0,5589594.0
2020,Missouri,Wine,15371594.0,1982936,5086080,3899,6.0,4526553,4381,6.0,2.0,117.0,1798477.0
2020,Missouri,Beer,122912940.0,5531082,5086080,10875,6.0,4526553,12219,6.0,2.0,47.0,5776908.0
2020,Missouri,All Beverages,,13640213,5086080,26819,4.0,4526553,30134,3.0,,,13164979.0
2020,Montana,Spirits,2481481.0,1019889,905843,11259,4.0,811849,12563,4.0,3.0,373.0,925592.0
2020,Montana,Wine,3746210.0,483261,905843,5335,3.0,811849,5953,3.0,1.0,117.0,438307.0
2020,Montana,Beer,33306028.0,1498771,905843,16546,1.0,811849,18461,1.0,1.0,49.0,1631995.0
2020,Montana,All Beverages,,3001921,905843,33140,1.0,811849,36976,1.0,,,2995894.0
2020,Nebraska,Spirits,2903742.0,1193438,1584715,7531,9.0,1390723,8581,9.0,7.0,378.0,1097615.0
2020,Nebraska,Wine,2621144.0,338128,1584715,2134,10.0,1390723,2431,10.0,7.0,118.0,309295.0
2020,Nebraska,Beer,41540000.0,1869300,1584715,11796,4.0,1390723,13441,4.0,7.0,48.0,1993920.0
2020,Nebraska,All Beverages,,3400866,1584715,21460,8.0,1390723,24454,8.0,,,3400830.0
2020,Nevada,Spirits,9518246.0,3911999,2573328,15202,1.0,2311464,16924,1.0,7.0,378.0,3597897.0
2020,Nevada,Wine,11847010.0,1528264,2573328,5939,2.0,2311464,6612,2.0,7.0,118.0,1397947.0
2020,Nevada,Beer,76291000.0,3433095,2573328,13341,2.0,2311464,14852,2.0,7.0,47.0,3585677.0
2020,Nevada,All Beverages,,8873358,2573328,34482,1.0,2311464,38388,1.0,,,8581521.0
2020,New,Spirits,6020699.0,2474507,1184276,20895,1.0,1064230,23252,1.0,3.0,371.0,2233679.0
2020,New,Wine,7679902.0,990707,1184276,8366,1.0,1064230,9309,1.0,3.0,118.0,906228.0
2020,New,Beer,49290000.0,2218050,1184276,18729,1.0,1064230,20842,1.0,7.0,48.0,2365920.0
2020,New,All Beverages,,5683265,1184276,47989,1.0,1064230,53403,1.0,,,5505827.0
2020,New,Spirits,21723609.0,8928403,7716591,11570,3.0,6902251,12935,3.0,3.0,374.0,8124630.0
2020,New,Wine,34849696.0,4495611,7716591,5826,2.0,6902251,6513,2.0,3.0,117.0,4077414.0
2020,New,Beer,134414576.0,6048656,7716591,7839,10.0,6902251,8763,10.0,3.0,48.0,6451900.0
2020,New,All Beverages,,19472670,7716591,25235,5.0,6902251,28212,5.0,,,18653944.0
2020,New,Spirits,3365553.0,1383242,1750590,7902,8.0,1550230,8923,8.0,7.0,382.0,1285641.0
2020,New,Wine,4163553.0,537098,1750590,3068,8.0,1550230,3465,8.0,7.0,118.0,491299.0
2020,New,Beer,46779000.0,2105055,1750590,12025,3.0,1550230,13579,4.0,7.0,48.0,2245392.0
2020,New,All Beverages,,4025395,1750590,22995,7.0,1550230,25966,7.0,,,4022332.0
2020,New,Spirits,34658345.0,14244580,16901771,8428,7.0,15179967,9384,7.0,2.0,384.0,13308805.0
2020,New,Wine,63613078.0,8206087,16901771,4855,4.0,15179967,5406,4.0,2.0,117.0,7442730.0
2020,New,Beer,302357070.0,13606068,16901771,8050,9.0,15179967,8963,9.0,2.0,48.0,14513139.0
2020,New,All Beverages,,36056735,16901771,21333,8.0,15179967,23753,9.0,,,35264674.0
2020,North,Spirits,16762721.0,6889478,8693951,7924,8.0,7717041,8928,8.0,6.0,375.0,6286020.0
