Year,State,Beverage Type,Beverage Gallon,Ethanol Gallon,Population(>14),Average(>14),Decile(>14),Population(>21),Average(>21),Decile(>21),Source,ABV,Ethanol by ABV
1981,Pennsylvania,Spirits,16840000.0,6921240,9609954,7202,9.0,8157849,8484,9.0,,407.0,6853880.0
1981,Pennsylvania,Wine,17399000.0,2244471,9609954,2336,7.0,8157849,2751,7.0,,127.0,2209673.0
1981,Pennsylvania,Beer,304065000.0,13682925,9609954,14238,5.0,8157849,16773,5.0,,48.0,14595120.0
1981,Pennsylvania,All Beverages,,22848636,9609954,23776,8.0,8157849,28008,8.0,,,23658673.0
1981,Rhode,Spirits,1970000.0,809670,779633,10385,6.0,658242,12300,6.0,,401.0,789970.0
1981,Rhode,Wine,3174000.0,409446,779633,5252,2.0,658242,6220,2.0,,128.0,406272.0
1981,Rhode,Beer,23529000.0,1058805,779633,13581,6.0,658242,16085,6.0,,48.0,1129392.0
1981,Rhode,All Beverages,,2277921,779633,29218,4.0,658242,34606,4.0,,,2325634.0
1981,South,Spirits,6287000.0,2583957,2477015,10432,5.0,2045685,12631,5.0,,412.0,2590244.0
1981,South,Wine,3661000.0,472269,2477015,1907,8.0,2045685,2309,8.0,,129.0,472269.0
1981,South,Beer,68394000.0,3077730,2477015,12425,7.0,2045685,15045,7.0,,48.0,3282912.0
1981,South,All Beverages,,6133956,2477015,24763,7.0,2045685,29985,7.0,,,6345425.0
1981,South,Spirits,1358000.0,558138,535662,10420,6.0,446796,12492,5.0,,404.0,548632.0
1981,South,Wine,790000.0,101910,535662,1903,8.0,446796,2281,8.0,,131.0,103490.0
1981,South,Beer,15568000.0,700560,535662,13078,7.0,446796,15680,7.0,,48.0,747264.0
1981,South,All Beverages,,1360608,535662,25400,7.0,446796,30453,7.0,,,1399386.0
1981,Tennessee,Spirits,6355000.0,2611905,3661408,7134,9.0,3083515,8471,9.0,,410.0,2605550.0
1981,Tennessee,Wine,3658000.0,471882,3661408,1289,10.0,3083515,1530,10.0,,127.0,464566.0
1981,Tennessee,Beer,92479000.0,4161555,3661408,11366,9.0,3083515,13496,9.0,,48.0,4438992.0
1981,Tennessee,All Beverages,,7245342,3661408,19788,10.0,3083515,23497,10.0,,,7509108.0
1981,Texas,Spirits,23563000.0,9684393,11346448,8535,7.0,9485322,10210,7.0,,414.0,9755082.0
1981,Texas,Wine,21444000.0,2766276,11346448,2438,6.0,9485322,2916,6.0,,123.0,2637612.0
1981,Texas,Beer,464031000.0,20881395,11346448,18403,2.0,9485322,22014,2.0,,48.0,22273488.0
1981,Texas,All Beverages,,33332064,11346448,29377,4.0,9485322,35141,4.0,,,34666182.0
1981,Utah,Spirits,1499000.0,616089,1051302,5860,10.0,861983,7147,10.0,,393.0,589107.0
1981,Utah,Wine,1186000.0,152994,1051302,1455,9.0,861983,1775,9.0,,124.0,147064.0
1981,Utah,Beer,23737000.0,1068165,1051302,10160,10.0,861983,12392,10.0,,48.0,1139376.0
1981,Utah,All Beverages,,1837248,1051302,17476,10.0,861983,21314,10.0,,,1875547.0
1981,Vermont,Spirits,1327000.0,545397,408331,13357,2.0,340455,16020,2.0,,404.0,536108.0
1981,Vermont,Wine,1578000.0,203562,408331,4985,2.0,340455,5979,2.0,,121.0,190938.0
1981,Vermont,Beer,13518000.0,608310,408331,14897,4.0,340455,17868,4.0,,48.0,648864.0
1981,Vermont,All Beverages,,1357269,408331,33239,2.0,340455,39866,2.0,,,1375910.0
1981,Virginia,Spirits,9446000.0,3882306,4359380,8906,7.0,3662607,10600,7.0,,413.0,3901198.0
1981,Virginia,Wine,8994000.0,1160226,4359380,2661,6.0,3662607,3168,6.0,,121.0,1088274.0
1981,Virginia,Beer,119133000.0,5360985,4359380,12298,8.0,3662607,14637,8.0,,48.0,5718384.0
1981,Virginia,All Beverages,,10403517,4359380,23865,7.0,3662607,28405,8.0,,,10707856.0
1981,Washington,Spirits,8521000.0,3502131,3355990,10435,5.0,2854240,12270,6.0,,409.0,3485089.0
1981,Washington,Wine,13992000.0,1804968,3355990,5378,2.0,2854240,6324,2.0,,121.0,1693032.0
1981,Washington,Beer,102845000.0,4628025,3355990,13790,6.0,2854240,16215,6.0,,48.0,4936560.0
1981,Washington,All Beverages,,9935124,3355990,29604,4.0,2854240,34808,4.0,,,10114681.0
1981,West,Spirits,2445000.0,1004895,1534779,6547,10.0,1299656,7732,10.0,,409.0,1000005.0
1981,West,Wine,1630000.0,210270,1534779,1370,9.0,1299656,1618,9.0,,125.0,203750.0
1981,West,Beer,35956000.0,1618020,1534779,10542,10.0,1299656,12450,10.0,,48.0,1725888.0
1981,West,All Beverages,,2833185,1534779,18460,10.0,1299656,21799,10.0,,,2929643.0
1981,Wisconsin,Spirits,10973000.0,4509903,3734437,12077,3.0,3112394,14490,3.0,,404.0,4433092.0
1981,Wisconsin,Wine,9140000.0,1179060,3734437,3157,5.0,3112394,3788,5.0,,124.0,1133360.0
1981,Wisconsin,Beer,162599000.0,7316955,3734437,19593,1.0,3112394,23509,1.0,,48.0,7804752.0
1981,Wisconsin,All Beverages,,13005918,3734437,34827,1.0,3112394,41788,1.0,,,13371204.0
1981,Wyoming,Spirits,1147000.0,471417,370013,12741,2.0,311297,15144,2.0,,406.0,465682.0
1981,Wyoming,Wine,695000.0,89655,370013,2423,6.0,311297,2880,6.0,,121.0,84095.0
1981,Wyoming,Beer,15730000.0,707850,370013,19130,1.0,311297,22739,1.0,,48.0,755040.0
1981,Wyoming,All Beverages,,1268922,370013,34294,2.0,311297,40762,2.0,,,1304817.0
1981,Northeast Region,Spirits,103876000.0,42693036,39914572,10696,,33780396,12638,,,407.0,42277532.0
1981,Northeast Region,Wine,128450000.0,16570050,39914572,4151,,33780396,4905,,,125.0,16056250.0
1981,Northeast Region,Beer,1165130000.0,52430850,39914572,13136,,33780396,15521,,,48.0,55926240.0
1981,Northeast Region,All Beverages,,111693936,39914572,27983,,33780396,33065,,,,114260022.0
1981,Midwest Region,Spirits,105015000.0,43161165,46380641,9306,,38918674,11090,,,406.0,42636090.0
1981,Midwest Region,Wine,91773000.0,11838717,46380641,2553,,38918674,3042,,,126.0,11563398.0
1981,Midwest Region,Beer,1466191000.0,65978595,46380641,14225,,38918674,16953,,,48.0,70377168.0
1981,Midwest Region,All Beverages,,120978477,46380641,26084,,38918674,31085,,,,124576656.0
1981,South Region,Spirits,144726000.0,59482386,60626001,9811,,50915686,11683,,,411.0,59482386.0
1981,South Region,Wine,112839000.0,14556231,60626001,2401,,50915686,2859,,,125.0,14104875.0
1981,South Region,Beer,1831955000.0,82437975,60626001,13598,,50915686,16191,,,48.0,87933840.0
1981,South Region,All Beverages,,156476592,60626001,25810,,50915686,30732,,,,161521101.0
1981,West Region,Spirits,98608000.0,40527888,34940852,11599,,29596877,13693,,,405.0,39936240.0
1981,West Region,Wine,161242000.0,20800218,34940852,5953,,29596877,7028,,,122.0,19671524.0
1981,West Region,Beer,1154465000.0,51950925,34940852,14868,,29596877,17553,,,48.0,55414320.0
1981,West Region,All Beverages,,113279031,34940852,32420,,29596877,38274,,,,115022084.0
1981,United States,Spirits,452225000.0,185864475,181862066,10220,,153211633,12131,,,407.0,184055575.0
1981,United States,Wine,494304000.0,63765216,181862066,3506,,153211633,4162,,,124.0,61293696.0
1981,United States,Beer,5617741000.0,252798345,181862066,13901,,153211633,16500,,,48.0,269651568.0
1981,United States,All Beverages,,502428036,181862066,27627,,153211633,32793,,,,515000839.0
1982,Alabama,Spirits,5413000.0,2224743,3071296,7244,8.0,2579624,8624,8.0,,413.0,2235569.0
1982,Alabama,Wine,4184000.0,539736,3071296,1757,9.0,2579624,2092,9.0,,121.0,506264.0
1982,Alabama,Beer,68171000.0,3067695,3071296,9988,10.0,2579624,11892,10.0,,48.0,3272208.0
1982,Alabama,All Beverages,,5832174,3071296,18989,10.0,2579624,22609,10.0,,,6014041.0
1982,Alaska,Spirits,1379000.0,566769,336935,16821,1.0,281749,20116,1.0,,393.0,541947.0
1982,Alaska,Wine,1419000.0,183051,336935,5433,2.0,281749,6497,2.0,,135.0,191565.0
1982,Alaska,Beer,12671000.0,570195,336935,16923,2.0,281749,20238,2.0,,48.0,608208.0
1982,Alaska,All Beverages,,1320015,336935,39177,1.0,281749,46851,1.0,,,1341720.0
1982,Arizona,Spirits,5398000.0,2218578,2271324,9768,6.0,1930488,11492,6.0,,401.0,2164598.0
1982,Arizona,Wine,6851000.0,883779,2271324,3891,4.0,1930488,4578,4.0,,127.0,870077.0
1982,Arizona,Beer,86249000.0,3881205,2271324,17088,2.0,1930488,20105,2.0,,48.0,4139952.0
1982,Arizona,All Beverages,,6983562,2271324,30747,3.0,1930488,36175,3.0,,,7174627.0
1982,Arkansas,Spirits,2738000.0,1125318,1800470,6250,10.0,1522602,7391,10.0,,408.0,1117104.0
1982,Arkansas,Wine,1730000.0,223170,1800470,1240,10.0,1522602,1466,10.0,,145.0,250850.0
1982,Arkansas,Beer,41077000.0,1848465,1800470,10267,10.0,1522602,12140,10.0,,48.0,1971696.0
1982,Arkansas,All Beverages,,3196953,1800470,17756,10.0,1522602,20997,10.0,,,3339650.0
1982,California,Spirits,54712000.0,22486632,19813692,11349,3.0,16947274,13269,3.0,,399.0,21830088.0
1982,California,Wine,109873000.0,14173617,19813692,7153,1.0,16947274,8363,1.0,,121.0,13294633.0
1982,California,Beer,601987000.0,27089415,19813692,13672,6.0,16947274,15985,6.0,,48.0,28895376.0
1982,California,All Beverages,,63749664,19813692,32175,3.0,16947274,37616,3.0,,,64020097.0
1982,Colorado,Spirits,6906000.0,2838366,2418801,11735,3.0,2062323,13763,3.0,,400.0,2762400.0
1982,Colorado,Wine,8658000.0,1116882,2418801,4618,3.0,2062323,5416,3.0,,121.0,1047618.0
1982,Colorado,Beer,87579000.0,3941055,2418801,16293,3.0,2062323,19110,3.0,,48.0,4203792.0
1982,Colorado,All Beverages,,7896303,2418801,32646,2.0,2062323,38288,2.0,,,8013810.0
1982,Connecticut,Spirits,7569000.0,3110859,2570746,12101,2.0,2183824,14245,2.0,,395.0,2989755.0
1982,Connecticut,Wine,9834000.0,1268586,2570746,4935,3.0,2183824,5809,3.0,,123.0,1209582.0
1982,Connecticut,Beer,59484000.0,2676780,2570746,10412,10.0,2183824,12257,10.0,,48.0,2855232.0
1982,Connecticut,All Beverages,,7056225,2570746,27448,6.0,2183824,32311,6.0,,,7054569.0
1982,Delaware,Spirits,1604000.0,659244,479280,13755,1.0,403059,16356,1.0,,400.0,641600.0
1982,Delaware,Wine,1262000.0,162798,479280,3397,4.0,403059,4039,5.0,,126.0,159012.0
1982,Delaware,Beer,16431000.0,739395,479280,15427,3.0,403059,18345,3.0,,48.0,788688.0
1982,Delaware,All Beverages,,1561437,479280,32579,2.0,403059,38740,2.0,,,1589300.0
1982,District,Spirits,3740000.0,1537140,534636,28751,1.0,464035,33126,1.0,,408.0,1525920.0
1982,District,Wine,4108000.0,529932,534636,9912,1.0,464035,11420,1.0,,123.0,505284.0
1982,District,Beer,17341000.0,780345,534636,14596,4.0,464035,16817,5.0,,48.0,832368.0
1982,District,All Beverages,,2847417,534636,53259,1.0,464035,61362,1.0,,,2863572.0
1982,Florida,Spirits,27855000.0,11448405,8651693,13233,2.0,7532849,15198,2.0,,406.0,11309130.0
1982,Florida,Wine,26558000.0,3425982,8651693,3960,4.0,7532849,4548,4.0,,119.0,3160402.0
1982,Florida,Beer,296869000.0,13359105,8651693,15441,3.0,7532849,17734,3.0,,48.0,14249712.0
1982,Florida,All Beverages,,28233492,8651693,32633,2.0,7532849,37480,3.0,,,28719244.0
1982,Georgia,Spirits,11098000.0,4561278,4406193,10352,5.0,3692987,12351,5.0,,410.0,4550180.0
1982,Georgia,Wine,7169000.0,924801,4406193,2099,7.0,3692987,2504,7.0,,123.0,881787.0
1982,Georgia,Beer,109537000.0,4929165,4406193,11187,9.0,3692987,13347,9.0,,48.0,5257776.0
1982,Georgia,All Beverages,,10415244,4406193,23638,8.0,3692987,28203,7.0,,,10689743.0
1982,Hawaii,Spirits,2155000.0,885705,779356,11365,3.0,662896,13361,3.0,,400.0,862000.0
1982,Hawaii,Wine,2879000.0,371391,779356,4765,3.0,662896,5603,3.0,,118.0,339722.0
1982,Hawaii,Beer,31149000.0,1401705,779356,17985,2.0,662896,21145,2.0,,48.0,1495152.0
1982,Hawaii,All Beverages,,2658801,779356,34115,1.0,662896,40109,1.0,,,2696874.0
1982,Idaho,Spirits,1420000.0,583620,723510,8067,8.0,607782,9602,8.0,,402.0,570840.0
1982,Idaho,Wine,1704000.0,219816,723510,3038,5.0,607782,3617,5.0,,117.0,199368.0
1982,Idaho,Beer,23390000.0,1052550,723510,14548,4.0,607782,17318,4.0,,48.0,1122720.0
1982,Idaho,All Beverages,,1855986,723510,25653,7.0,607782,30537,7.0,,,1892928.0
1982,Illinois,Spirits,23404000.0,9619044,9025106,10658,4.0,7646856,12579,4.0,,401.0,9385004.0
1982,Illinois,Wine,24658000.0,3180882,9025106,3524,4.0,7646856,4160,4.0,,126.0,3106908.0
1982,Illinois,Beer,284165000.0,12787425,9025106,14169,5.0,7646856,16722,5.0,,48.0,13639920.0
1982,Illinois,All Beverages,,25587351,9025106,28351,5.0,7646856,33461,5.0,,,26131832.0
1982,Indiana,Spirits,7898000.0,3246078,4282806,7579,8.0,3608210,8996,8.0,,403.0,3182894.0
1982,Indiana,Wine,6149000.0,793221,4282806,1852,8.0,3608210,2198,8.0,,127.0,780923.0
1982,Indiana,Beer,123163000.0,5542335,4282806,12941,7.0,3608210,15360,7.0,,48.0,5911824.0
1982,Indiana,All Beverages,,9581634,4282806,22372,8.0,3608210,26555,8.0,,,9875641.0
1982,Iowa,Spirits,3632000.0,1492752,2281426,6543,10.0,1933412,7721,10.0,,397.0,1441904.0
1982,Iowa,Wine,2304000.0,297216,2281426,1303,10.0,1933412,1537,10.0,,121.0,278784.0
1982,Iowa,Beer,71060000.0,3197700,2281426,14016,5.0,1933412,16539,5.0,,48.0,3410880.0
1982,Iowa,All Beverages,,4987668,2281426,21862,8.0,1933412,25797,8.0,,,5131568.0
1982,Kansas,Spirits,3109000.0,1277799,1899064,6729,9.0,1624231,7867,9.0,,405.0,1259145.0
1982,Kansas,Wine,1917000.0,247293,1899064,1302,10.0,1624231,1523,10.0,,125.0,239625.0
1982,Kansas,Beer,51597000.0,2321865,1899064,12226,8.0,1624231,14295,8.0,,48.0,2476656.0
1982,Kansas,All Beverages,,3846957,1899064,20257,9.0,1624231,23685,9.0,,,3975426.0
1982,Kentucky,Spirits,5069000.0,2083359,2880773,7232,9.0,2421438,8604,9.0,,407.0,2063083.0
1982,Kentucky,Wine,2753000.0,355137,2880773,1233,10.0,2421438,1467,10.0,,127.0,349631.0
1982,Kentucky,Beer,72970000.0,3283650,2880773,11399,9.0,2421438,13561,9.0,,48.0,3502560.0
1982,Kentucky,All Beverages,,5722146,2880773,19863,9.0,2421438,23631,9.0,,,5915274.0
1982,Louisiana,Spirits,8067000.0,3315537,3327077,9965,5.0,2753718,12040,5.0,,408.0,3291336.0
1982,Louisiana,Wine,7637000.0,985173,3327077,2961,6.0,2753718,3578,6.0,,128.0,977536.0
1982,Louisiana,Beer,110041000.0,4951845,3327077,14883,4.0,2753718,17982,3.0,,48.0,5281968.0
1982,Louisiana,All Beverages,,9252555,3327077,27810,5.0,2753718,33600,4.0,,,9550840.0
1982,Maine,Spirits,2240000.0,920640,903044,10195,5.0,761353,12092,5.0,,392.0,878080.0
1982,Maine,Wine,2120000.0,273480,903044,3028,5.0,761353,3592,6.0,,119.0,252280.0
1982,Maine,Beer,26110000.0,1174950,903044,13011,7.0,761353,15432,6.0,,48.0,1253280.0
1982,Maine,All Beverages,,2369070,903044,26234,6.0,761353,31117,6.0,,,2383640.0
1982,Maryland,Spirits,9785000.0,4021635,3456569,11635,3.0,2915377,13795,3.0,,402.0,3933570.0
1982,Maryland,Wine,8650000.0,1115850,3456569,3228,5.0,2915377,3827,5.0,,126.0,1089900.0
1982,Maryland,Beer,97624000.0,4393080,3456569,12709,7.0,2915377,15069,7.0,,48.0,4685952.0
1982,Maryland,All Beverages,,9530565,3456569,27572,5.0,2915377,32691,5.0,,,9709422.0
1982,Massachusetts,Spirits,14121000.0,5803731,4741346,12241,2.0,4025322,14418,2.0,,391.0,5521311.0
1982,Massachusetts,Wine,18210000.0,2349090,4741346,4954,3.0,4025322,5836,3.0,,124.0,2258040.0
1982,Massachusetts,Beer,142754000.0,6423930,4741346,13549,6.0,4025322,15959,6.0,,48.0,6852192.0
1982,Massachusetts,All Beverages,,14576751,4741346,30744,3.0,4025322,36213,3.0,,,14631543.0
1982,Michigan,Spirits,17148000.0,7047828,7139202,9872,6.0,5985561,11775,6.0,,399.0,6842052.0
1982,Michigan,Wine,21377000.0,2757633,7139202,3863,4.0,5985561,4607,4.0,,122.0,2607994.0
1982,Michigan,Beer,214705000.0,9661725,7139202,13533,6.0,5985561,16142,6.0,,48.0,10305840.0
1982,Michigan,All Beverages,,19467186,7139202,27268,6.0,5985561,32524,6.0,,,19755886.0
1982,Minnesota,Spirits,8797000.0,3615567,3259082,11094,4.0,2750928,13143,4.0,,401.0,3527597.0
1982,Minnesota,Wine,6912000.0,891648,3259082,2736,6.0,2750928,3241,6.0,,121.0,836352.0
1982,Minnesota,Beer,98896000.0,4450320,3259082,13655,6.0,2750928,16178,6.0,,48.0,4747008.0
1982,Minnesota,All Beverages,,8957535,3259082,27485,6.0,2750928,32562,6.0,,,9110957.0
1982,Mississippi,Spirits,3843000.0,1579473,1941705,8134,8.0,1599870,9873,7.0,,410.0,1575630.0
1982,Mississippi,Wine,1649000.0,212721,1941705,1096,10.0,1599870,1330,10.0,,133.0,219317.0
1982,Mississippi,Beer,50987000.0,2294415,1941705,11816,8.0,1599870,14341,8.0,,48.0,2447376.0
1982,Mississippi,All Beverages,,4086609,1941705,21046,9.0,1599870,25543,9.0,,,4242323.0
1982,Missouri,Spirits,7541000.0,3099351,3918469,7910,8.0,3333227,9298,8.0,,402.0,3031482.0
1982,Missouri,Wine,6533000.0,842757,3918469,2151,7.0,3333227,2528,7.0,,130.0,849290.0
1982,Missouri,Beer,120724000.0,5432580,3918469,13864,5.0,3333227,16298,5.0,,48.0,5794752.0
1982,Missouri,All Beverages,,9374688,3918469,23924,7.0,3333227,28125,7.0,,,9675524.0
1982,Montana,Spirits,1546000.0,635406,623686,10188,5.0,527587,12044,5.0,,398.0,615308.0
1982,Montana,Wine,1560000.0,201240,623686,3227,5.0,527587,3814,5.0,,119.0,185640.0
1982,Montana,Beer,25200000.0,1134000,623686,18182,1.0,527587,21494,1.0,,48.0,1209600.0
1982,Montana,All Beverages,,1970646,623686,31597,3.0,527587,37352,3.0,,,2010548.0
1982,Nebraska,Spirits,1763000.0,724593,1241493,5836,10.0,1056274,6860,10.0,,400.0,705200.0
1982,Nebraska,Wine,2703000.0,348687,1241493,2809,6.0,1056274,3301,6.0,,122.0,329766.0
1982,Nebraska,Beer,41536000.0,1869120,1241493,15055,3.0,1056274,17695,4.0,,48.0,1993728.0
1982,Nebraska,All Beverages,,2942400,1241493,23700,7.0,1056274,27856,8.0,,,3028694.0
1982,Nevada,Spirits,4288000.0,1762368,703987,25034,1.0,604543,29152,1.0,,401.0,1719488.0
1982,Nevada,Wine,4198000.0,541542,703987,7693,1.0,604543,8958,1.0,,120.0,503760.0
1982,Nevada,Beer,31230000.0,1405350,703987,19963,1.0,604543,23246,1.0,,48.0,1499040.0
1982,Nevada,All Beverages,,3709260,703987,52689,1.0,604543,61356,1.0,,,3722288.0
1982,New,Spirits,4328000.0,1778808,756934,23500,1.0,641924,27711,1.0,,394.0,1705232.0
1982,New,Wine,3434000.0,442986,756934,5852,1.0,641924,6901,1.0,,123.0,422382.0
1982,New,Beer,32001000.0,1440045,756934,19025,1.0,641924,22433,1.0,,48.0,1536048.0
1982,New,All Beverages,,3661839,756934,48377,1.0,641924,57045,1.0,,,3663662.0
1982,New,Spirits,16643000.0,6840273,6040056,11325,3.0,5135995,13318,3.0,,399.0,6640557.0
1982,New,Wine,24394000.0,3146826,6040056,5210,2.0,5135995,6127,2.0,,124.0,3024856.0
1982,New,Beer,163071000.0,7338195,6040056,12149,8.0,5135995,14288,8.0,,48.0,7827408.0
1982,New,All Beverages,,17325294,6040056,28684,4.0,5135995,33733,4.0,,,17492821.0
1982,New,Spirits,2353000.0,967083,1035173,9342,6.0,859071,11257,6.0,,399.0,938847.0
1982,New,Wine,2713000.0,349977,1035173,3381,5.0,859071,4074,4.0,,128.0,347264.0
1982,New,Beer,39550000.0,1779750,1035173,17193,2.0,859071,20717,2.0,,48.0,1898400.0
1982,New,All Beverages,,3096810,1035173,29916,4.0,859071,36048,4.0,,,3184511.0
1982,New,Spirits,38460000.0,15807060,14268943,11078,4.0,12143053,13017,4.0,,404.0,15537840.0
1982,New,Wine,53131000.0,6853899,14268943,4803,3.0,12143053,5644,3.0,,124.0,6588244.0
1982,New,Beer,400138000.0,18006210,14268943,12619,8.0,12143053,14828,8.0,,48.0,19206624.0
1982,New,All Beverages,,40667169,14268943,28500,4.0,12143053,33490,5.0,,,41332708.0
1982,North,Spirits,9875000.0,4058625,4798175,8459,7.0,4053804,10012,7.0,,412.0,4068500.0
1982,North,Wine,7924000.0,1022196,4798175,2130,7.0,4053804,2522,7.0,,137.0,1085588.0
1982,North,Beer,114183000.0,5138235,4798175,10709,10.0,4053804,12675,10.0,,48.0,5480784.0
1982,North,All Beverages,,10219056,4798175,21298,9.0,4053804,25209,9.0,,,10634872.0
1982,North,Spirits,1383000.0,568413,520433,10922,4.0,438751,12955,4.0,,396.0,547668.0
1982,North,Wine,714000.0,92106,520433,1770,8.0,438751,2099,8.0,,122.0,87108.0
1982,North,Beer,17554000.0,789930,520433,15178,3.0,438751,18004,3.0,,48.0,842592.0
1982,North,All Beverages,,1450449,520433,27870,5.0,438751,33059,5.0,,,1477368.0
1982,Ohio,Spirits,13627000.0,5600697,8497146,6591,9.0,7200984,7778,9.0,,403.0,5491681.0
1982,Ohio,Wine,14641000.0,1888689,8497146,2223,7.0,7200984,2623,7.0,,128.0,1874048.0
1982,Ohio,Beer,265012000.0,11925540,8497146,14035,5.0,7200984,16561,5.0,,48.0,12720576.0
1982,Ohio,All Beverages,,19414926,8497146,22849,8.0,7200984,26961,8.0,,,20086305.0
1982,Oklahoma,Spirits,5041000.0,2071851,2522663,8213,7.0,2149456,9639,8.0,,407.0,2051687.0
1982,Oklahoma,Wine,3172000.0,409188,2522663,1622,9.0,2149456,1904,9.0,,130.0,412360.0
1982,Oklahoma,Beer,64679000.0,2910555,2522663,11538,9.0,2149456,13541,9.0,,48.0,3104592.0
1982,Oklahoma,All Beverages,,5391594,2522663,21373,9.0,2149456,25084,9.0,,,5568639.0
1982,Oregon,Spirits,4492000.0,1846212,2108620,8756,7.0,1815965,10167,7.0,,404.0,1814768.0
1982,Oregon,Wine,8556000.0,1103724,2108620,5234,2.0,1815965,6078,2.0,,120.0,1026720.0
1982,Oregon,Beer,62041000.0,2791845,2108620,13240,6.0,1815965,15374,7.0,,48.0,2977968.0
1982,Oregon,All Beverages,,5741781,2108620,27230,6.0,1815965,31618,6.0,,,5819456.0
1982,Pennsylvania,Spirits,16356000.0,6722316,9623197,6986,9.0,8217224,8181,9.0,,400.0,6542400.0
1982,Pennsylvania,Wine,17146000.0,2211834,9623197,2298,7.0,8217224,2692,7.0,,126.0,2160396.0
1982,Pennsylvania,Beer,308097000.0,13864365,9623197,14407,5.0,8217224,16872,4.0,,48.0,14788656.0
1982,Pennsylvania,All Beverages,,22798515,9623197,23691,8.0,8217224,27745,8.0,,,23491452.0
1982,Rhode,Spirits,1988000.0,817068,782823,10437,5.0,666173,12265,5.0,,389.0,773332.0
1982,Rhode,Wine,3364000.0,433956,782823,5543,1.0,666173,6514,1.0,,125.0,420500.0
1982,Rhode,Beer,23371000.0,1051695,782823,13435,6.0,666173,15787,6.0,,48.0,1121808.0
1982,Rhode,All Beverages,,2302719,782823,29416,4.0,666173,34566,4.0,,,2315640.0
1982,South,Spirits,6057000.0,2489427,2505738,9935,6.0,2087900,11923,6.0,,411.0,2489427.0
1982,South,Wine,3931000.0,507099,2505738,2024,8.0,2087900,2429,8.0,,126.0,495306.0
1982,South,Beer,68711000.0,3091995,2505738,12340,8.0,2087900,14809,8.0,,48.0,3298128.0
1982,South,All Beverages,,6088521,2505738,24298,7.0,2087900,29161,7.0,,,6282861.0
1982,South,Spirits,1267000.0,520737,535390,9726,6.0,451118,11543,6.0,,399.0,505533.0
1982,South,Wine,743000.0,95847,535390,1790,8.0,451118,2125,8.0,,128.0,95104.0
1982,South,Beer,15335000.0,690075,535390,12889,7.0,451118,15297,7.0,,48.0,736080.0
1982,South,All Beverages,,1306659,535390,24406,7.0,451118,28965,7.0,,,1336717.0
1982,Tennessee,Spirits,6274000.0,2578614,3684902,6998,9.0,3125901,8249,9.0,,408.0,2559792.0
1982,Tennessee,Wine,3950000.0,509550,3684902,1383,9.0,3125901,1630,9.0,,125.0,493750.0
1982,Tennessee,Beer,92421000.0,4158945,3684902,11286,9.0,3125901,13305,9.0,,48.0,4436208.0
1982,Tennessee,All Beverages,,7247109,3684902,19667,10.0,3125901,23184,10.0,,,7489750.0
1982,Texas,Spirits,23987000.0,9858657,11798911,8356,7.0,9934947,9923,7.0,,410.0,9834670.0
1982,Texas,Wine,16168000.0,2085672,11798911,1768,8.0,9934947,2099,8.0,,122.0,1972496.0
1982,Texas,Beer,478758000.0,21544110,11798911,18259,1.0,9934947,21685,1.0,,48.0,22980384.0
1982,Texas,All Beverages,,33488439,11798911,28383,4.0,9934947,33708,4.0,,,34787550.0
1982,Utah,Spirits,1434000.0,589374,1078468,5465,10.0,893044,6600,10.0,,393.0,563562.0
1982,Utah,Wine,1231000.0,158799,1078468,1472,9.0,893044,1778,9.0,,123.0,151413.0
1982,Utah,Beer,24187000.0,1088415,1078468,10092,10.0,893044,12188,10.0,,48.0,1160976.0
1982,Utah,All Beverages,,1836588,1078468,17030,10.0,893044,20565,10.0,,,1875951.0
1982,Vermont,Spirits,1243000.0,510873,411918,12402,2.0,347115,14718,2.0,,395.0,490985.0
1982,Vermont,Wine,1605000.0,207045,411918,5026,2.0,347115,5965,2.0,,120.0,192600.0
1982,Vermont,Beer,13552000.0,609840,411918,14805,4.0,347115,17569,4.0,,48.0,650496.0
1982,Vermont,All Beverages,,1327758,411918,32234,2.0,347115,38251,2.0,,,1334081.0
1982,Virginia,Spirits,9246000.0,3800106,4407952,8621,7.0,3727792,10194,7.0,,410.0,3790860.0
1982,Virginia,Wine,9179000.0,1184091,4407952,2686,6.0,3727792,3176,6.0,,119.0,1092301.0
1982,Virginia,Beer,142535000.0,6414075,4407952,14551,4.0,3727792,17206,4.0,,48.0,6841680.0
1982,Virginia,All Beverages,,11398272,4407952,25858,6.0,3727792,30576,6.0,,,11724841.0
1982,Washington,Spirits,8120000.0,3337320,3390577,9843,6.0,2903969,11492,6.0,,403.0,3272360.0
1982,Washington,Wine,13697000.0,1766913,3390577,5211,2.0,2903969,6084,2.0,,121.0,1657337.0
1982,Washington,Beer,99530000.0,4478850,3390577,13210,7.0,2903969,15423,7.0,,48.0,4777440.0
1982,Washington,All Beverages,,9583083,3390577,28264,5.0,2903969,33000,5.0,,,9707137.0
1982,West,Spirits,2049000.0,842139,1535306,5485,10.0,1306500,6446,10.0,,406.0,831894.0
1982,West,Wine,1672000.0,215688,1535306,1405,9.0,1306500,1651,9.0,,122.0,203984.0
1982,West,Beer,37789000.0,1700505,1535306,11076,9.0,1306500,13016,9.0,,48.0,1813872.0
1982,West,All Beverages,,2758332,1535306,17966,10.0,1306500,21112,10.0,,,2849750.0
